Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),O (%),N (%),Uptake (mmolg-1)
39,Porous straw,CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,26.91,0.016,0.012,1.0,303.0,7.59,0.98,0.82
39,Porous straw,BM-CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,80.9,0.084,0.026,1.0,303.0,16.31,0.85,1.02
39,Porous straw,BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,1.72,0.004,0.002,1.0,303.0,10.47,0.69,1.02
39,Porous straw,BM-BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,4.8,0.023,0.001,1.0,303.0,10.47,0.69,1.11
39,Porous straw,COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,5.03,0.016,0.001,1.0,303.0,9.73,1.18,0.89
39,Porous straw,BM-COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,40.99,0.062,0.01,1.0,303.0,9.73,1.18,0.95
39,Porous straw,CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,26.91,0.016,0.012,1.0,323.0,7.59,0.98,0.57
39,Porous straw,BM-CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,80.9,0.084,0.026,1.0,323.0,16.31,0.85,0.64
39,Porous straw,BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,1.72,0.004,0.002,1.0,323.0,10.47,0.69,0.86
39,Porous straw,BM-BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,4.8,0.023,0.001,1.0,323.0,10.47,0.69,0.98
39,Porous straw,COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,5.03,0.016,0.001,1.0,323.0,9.73,1.18,0.75
39,Porous straw,BM-COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,40.99,0.062,0.01,1.0,323.0,9.73,1.18,0.8
39,Porous straw,CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,26.91,0.016,0.012,1.0,343.0,7.59,0.98,0.5
39,Porous straw,BM-CSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,80.9,0.084,0.026,1.0,343.0,16.31,0.85,0.57
39,Porous straw,BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,1.72,0.004,0.002,1.0,343.0,10.47,0.69,0.75
39,Porous straw,BM-BSBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,4.8,0.023,0.001,1.0,343.0,10.47,0.69,0.8
39,Porous straw,COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,5.03,0.016,0.001,1.0,343.0,9.73,1.18,0.59
39,Porous straw,BM-COBC,https://doi.org/10.1016/j.indcrop.2025.121000,2025,Straw-derived porous biochars by ball milling for CO2 capture: Adsorption performance and enhanced mechanisms,40.99,0.062,0.01,1.0,343.0,9.73,1.18,0.64
47,Pristine,K@Mg-1,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure,1020.0,0.59,0.42,1.0,273.0,16.78,3.92,4.78
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,1.0,298.0,8.14,2.97,4.31
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,1.0,298.0,9.22,3.87,4.74
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,1.0,298.0,7.56,3.12,4.13
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,1.0,298.0,12.44,1.69,3.15
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,1.0,298.0,10.75,2.96,4.46
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,1.0,298.0,9.98,1.59,4.77
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,1.0,298.0,8.11,1.96,4.52
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,1.0,298.0,15.08,1.34,3.8
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,1.0,298.0,13.64,1.31,3.79
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,0.15,298.0,8.14,2.97,1.4
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,0.15,298.0,9.22,3.87,1.39
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,0.15,298.0,7.56,3.12,1.16
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,0.15,298.0,12.44,1.69,0.74
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,0.15,298.0,10.75,2.96,1.44
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,0.15,298.0,9.98,1.59,1.33
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,0.15,298.0,8.11,1.96,1.19
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,0.15,298.0,15.08,1.34,0.84
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,0.15,298.0,13.64,1.31,0.92
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,1.0,323.0,8.14,2.97,2.75
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,1.0,323.0,9.22,3.87,2.9
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,1.0,323.0,7.56,3.12,2.69
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,1.0,323.0,12.44,1.69,1.85
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,1.0,323.0,10.75,2.96,2.97
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,1.0,323.0,9.98,1.59,2.63
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,1.0,323.0,8.11,1.96,2.57
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,1.0,323.0,15.08,1.34,2.25
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,1.0,323.0,13.64,1.31,2.28
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,0.15,323.0,8.14,2.97,0.63
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,0.15,323.0,9.22,3.87,0.6
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,0.15,323.0,7.56,3.12,0.54
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,0.15,323.0,12.44,1.69,0.37
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,0.15,323.0,10.75,2.96,0.63
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,0.15,323.0,9.98,1.59,0.51
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,0.15,323.0,8.11,1.96,0.47
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,0.15,323.0,15.08,1.34,0.38
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,0.15,323.0,13.64,1.31,0.41
50,Distiller's grains,KOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1059.0,0.57,0.5,1.0,273.0,7.82,5.4,6.34
50,Distiller's grains,K2CO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,855.0,0.49,0.4,1.0,273.0,8.03,2.7,5.31
50,Distiller's grains,KHCO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,480.0,0.26,0.23,1.0,273.0,9.36,3.97,5.2
50,Distiller's grains,K3PO4-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,235.0,0.13,0.11,1.0,273.0,12.44,3.73,2.35
50,Distiller's grains,NaOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,469.0,0.28,0.19,1.0,273.0,15.45,2.76,3.2
50,Distiller's grains,KOH-C-0.5–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1299.0,0.71,0.6,1.0,273.0,14.38,1.14,5.96
50,Distiller's grains,KOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1059.0,0.57,0.5,1.0,298.0,7.82,5.4,4.26
50,Distiller's grains,K2CO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,855.0,0.49,0.4,1.0,298.0,8.03,2.7,3.66
50,Distiller's grains,KHCO3-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,480.0,0.26,0.23,1.0,298.0,9.36,3.97,2.76
50,Distiller's grains,K3PO4-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,235.0,0.13,0.11,1.0,298.0,12.44,3.73,1.71
50,Distiller's grains,NaOH-C-0.5–700,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,469.0,0.28,0.19,1.0,298.0,15.45,2.76,2.38
50,Distiller's grains,KOH-C-0.5–800,https://doi.org/10.1016/j.seppur.2022.122134,2022,Construction of ultra-microporous activated carbons derived from waste distiller's grains for efficient CO2 adsorption,1299.0,0.71,0.6,1.0,298.0,14.38,1.14,3.75
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,1.0,273.0,14.02,2.07,1.71
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,1.0,273.0,10.29,2.06,4.93
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,1.0,273.0,9.04,2.27,6.75
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,1.0,273.0,9.01,1.61,5.54
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,1.0,273.0,7.72,1.79,6.09
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,1.0,273.0,8.46,2.06,6.35
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,1.0,273.0,6.08,1.6,5.48
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,10.0,273.0,14.02,2.07,2.68
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,10.0,273.0,10.29,2.06,7.05
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,10.0,273.0,9.04,2.27,14.13
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,10.0,273.0,9.01,1.61,16.14
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,10.0,273.0,7.72,1.79,12.79
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,10.0,273.0,8.46,2.06,16.44
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,10.0,273.0,6.08,1.6,17.59
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,1.0,298.0,14.02,2.07,1.15
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,1.0,298.0,10.29,2.06,3.39
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,1.0,298.0,9.04,2.27,4.19
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,1.0,298.0,9.01,1.61,3.2
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,1.0,298.0,7.72,1.79,3.65
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,1.0,298.0,8.46,2.06,3.46
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,1.0,298.0,6.08,1.6,3.11
51,walnut shells,WSC−500,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,17.0,0.044,0.004,10.0,298.0,14.02,2.07,2.35
51,walnut shells,AC−1–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,728.0,0.39,0.37,10.0,298.0,10.29,2.06,6.31
51,walnut shells,AC−2–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1569.0,0.81,0.77,10.0,298.0,9.04,2.27,12.13
51,walnut shells,AC−3–700,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1879.0,1.0,0.91,10.0,298.0,9.01,1.61,12.91
51,walnut shells,AC−2–600,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1357.0,0.73,0.68,10.0,298.0,7.72,1.79,10.74
51,walnut shells,AC−2–800,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,1738.0,0.9,0.85,10.0,298.0,8.46,2.06,12.8
51,walnut shells,AC−2–900,https://doi.org/10.1016/j.jece.2024.114182,2024,Targeted construction of porous biochar with well-developed pore structure for high-performance CO2 adsorption,2115.0,1.12,0.96,10.0,298.0,6.08,1.6,13.26
52,Rice husk,RHC-PC-2,https://doi.org/10.1016/j.seppur.2022.122089,2022,Green synthesis of porous biochar with interconnected pore architectures from typical silicon-rich rice husk for efficient CO2 capture,1343.8,0.68,0.49,1.0,298.0,20.78,1.0,3.4
52,Rice husk,PC-2,https://doi.org/10.1016/j.seppur.2022.122089,2022,Green synthesis of porous biochar with interconnected pore architectures from typical silicon-rich rice husk for efficient CO2 capture,1768.9,0.897,0.694,1.0,298.0,19.95,0.28,3.09
54,Peach Kernel,PC-700-0.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,539.6,0.287,0.272,0.15,298.0,19.37,0.25,1.46
54,Peach Kernel,PC-800-0.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,749.1,0.399,0.383,0.15,298.0,20.89,0.16,1.39
54,Peach Kernel,PC-800-0.75,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,788.0,0.415,0.405,0.15,298.0,16.56,0.26,1.64
54,Peach Kernel,PC-800-1.0,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,997.6,0.53,0.509,0.15,298.0,24.79,0.09,1.33
54,Peach Kernel,PC-800-1.25,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,947.1,0.503,0.481,0.15,298.0,27.62,0.04,1.2
54,Peach Kernel,PC-800-1.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,937.3,0.502,0.474,0.15,298.0,28.3,0.18,1.19
54,Peach Kernel,PC-700-0.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,539.6,0.287,0.272,1.0,298.0,19.37,0.25,3.4
54,Peach Kernel,PC-800-0.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,749.1,0.399,0.383,1.0,298.0,20.89,0.16,4.1
54,Peach Kernel,PC-800-0.75,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,788.0,0.415,0.405,1.0,298.0,16.56,0.26,4.92
54,Peach Kernel,PC-800-1.0,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,997.6,0.53,0.509,1.0,298.0,24.79,0.09,4.44
54,Peach Kernel,PC-800-1.25,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,947.1,0.503,0.481,1.0,298.0,27.62,0.04,4.2
54,Peach Kernel,PC-800-1.5,https://doi.org/10.1002/slct.202204287Digital Object Identifier (DOI),2023,A Peach-Kernel-Derived Ultramicroporous Carbon with Extremely High CO2-Capture Ability,937.3,0.502,0.474,1.0,298.0,28.3,0.18,4.15
55,Wasted coal liquefaction,ACFs-890-3,https://doi.org/10.1016/j.envres.2022.114197,2022,Activated carbon fiber derived from wasted coal liquefaction residual for CO2 capture,912.14,0.24,0.23,1.0,298.0,4.68,0.61,2.72
55,Wasted coal liquefaction,ACFs-920-3,https://doi.org/10.1016/j.envres.2022.114197,2022,Activated carbon fiber derived from wasted coal liquefaction residual for CO2 capture,1224.71,0.42,0.39,1.0,298.0,4.05,0.62,5.76
55,Wasted coal liquefaction,ACFs-950-1,https://doi.org/10.1016/j.envres.2022.114197,2022,Activated carbon fiber derived from wasted coal liquefaction residual for CO2 capture,705.87,0.22,0.2,1.0,298.0,7.14,0.65,2.45
55,Wasted coal liquefaction,ACFs-950-2,https://doi.org/10.1016/j.envres.2022.114197,2022,Activated carbon fiber derived from wasted coal liquefaction residual for CO2 capture,1118.52,0.38,0.37,1.0,298.0,6.93,0.58,2.81
55,Wasted coal liquefaction,ACFs-950-3,https://doi.org/10.1016/j.envres.2022.114197,2022,Activated carbon fiber derived from wasted coal liquefaction residual for CO2 capture,1408.77,0.59,0.56,1.0,298.0,3.59,0.61,3.53
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,273.0,17.0,1.5,4.5
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,273.0,12.0,1.4,3.2
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,298.0,17.0,1.5,2.8
58,Orange peel,Activated with KOH,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,2143.0,1.3,0.84,1.0,298.0,12.0,1.4,2.0
58,Orange peel,Activated with KOH + alum,https://doi.org/10.1016/j.ccst.2023.100149,2023,Synthesis of porous and activated carbon from lemon peel waste for CO2 adsorption,1113.0,0.56,0.44,1.0,313.0,17.0,1.5,2.0
