Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
40,waste wood chips,WPC600-6,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3686.1,1.88,0.13,30.0,273.0,37.47
40,waste wood chips,WPC600-3,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,2332.9,1.1,0.75,1.0,283.0,3.98
40,waste wood chips,WPC600-4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3377.94,1.61,0.48,1.0,283.0,4.21
40,waste wood chips,WPC600-5,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3487.6,1.67,0.28,1.0,283.0,4.24
40,waste wood chips,WPC600-6,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3686.1,1.88,0.13,1.0,283.0,3.87
40,waste wood chips,WPC600-3,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,2332.9,1.1,0.75,30.0,283.0,13.75
40,waste wood chips,WPC600-4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3377.94,1.61,0.48,30.0,283.0,27.06
40,waste wood chips,WPC600-5,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3487.6,1.67,0.28,30.0,283.0,33.9
40,waste wood chips,WPC600-6,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3686.1,1.88,0.13,30.0,283.0,34.52
40,waste wood chips,WPC600-3,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,2332.9,1.1,0.75,1.0,298.0,2.9
40,waste wood chips,WPC600-4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3377.94,1.61,0.48,1.0,298.0,3.0
40,waste wood chips,WPC600-5,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3487.6,1.67,0.28,1.0,298.0,2.7
40,waste wood chips,WPC600-6,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3686.1,1.88,0.13,1.0,298.0,2.76
40,waste wood chips,WPC600-3,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,2332.9,1.1,0.75,30.0,298.0,12.42
40,waste wood chips,WPC600-4,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3377.94,1.61,0.48,30.0,298.0,23.4
40,waste wood chips,WPC600-5,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3487.6,1.67,0.28,30.0,298.0,27.98
40,waste wood chips,WPC600-6,10.1002/smsc.202500174,2025,Functionalized Nanoporous Biocarbon with High Specific Surface Area Derived from Waste Hardwood Chips for CO2 Capture and Supercapacitors,3686.1,1.88,0.13,30.0,298.0,28.33
41,Tea twigs,AC1-B2C6,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,430.0,0.282,0.141,1.0,313.0,2.2216
41,Tea twigs,AC1-B4C6,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,180.0,0.216,0.195,1.0,313.0,2.6611
41,Tea twigs,AC1-B8C6,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,571.0,0.456,0.235,1.0,313.0,3.1033
41,Tea twigs,AC1-B2C7,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,419.0,0.269,0.201,1.0,313.0,2.4183
41,Tea twigs,AC1-B4C7,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,687.0,0.558,0.293,1.0,313.0,4.5397
41,Tea twigs,AC1-B8C7,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,707.0,0.548,0.324,1.0,313.0,5.212
41,Tea twigs,AC2-B2C8,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,442.0,0.276,0.209,1.0,313.0,3.9576
41,Tea twigs,AC2-B4C8,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,490.0,0.411,0.221,1.0,313.0,4.7273
41,Tea twigs,AC2-B8C8,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,380.0,0.249,0.184,1.0,313.0,4.5026
41,Tea twigs,AC2-B2C10,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,745.0,0.548,0.463,1.0,313.0,3.7409
41,Tea twigs,AC2-B4C10,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,771.0,0.449,0.373,1.0,313.0,6.2791
41,Tea twigs,AC2-B8C10,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,1236.0,0.713,0.597,1.0,313.0,6.6074
41,Tea twigs,AC2-B2C12,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,91.0,0.074,0.036,1.0,313.0,3.5546
41,Tea twigs,AC2-B4C12,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,297.0,0.193,0.083,1.0,313.0,5.4234
41,Tea twigs,AC2-B8C12,https://doi.org/10.1016/j.ceja.2026.101096,2026,Activated carbon from tea twig waste via KOH activation and carbonization by conventional furnace or ultrafast arc plasma for CO2 capture,370.0,0.264,0.116,1.0,313.0,5.8737
43,Coconut shell,CS-CO2,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases,602.0,0.245,0.211,1.0,303.0,2.0
43,Coconut shell,CS-ZnCl2,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases,1391.0,0.859,0.24,1.0,303.0,1.5
43,Coconut shell,ACM,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases,1446.0,0.779,0.692,1.0,303.0,2.5
43,Coconut shell,Fe-BTC,https://doi.org/10.1016/j.ijrefrig.2025.04.022,2025,Coconut shell derived activated carbon for effective separation of greenhouse gases,1213.0,0.625,0.487,1.0,303.0,2.0
44,Ningdong coal powder,MW200-10,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1456.0,0.69,0.61,1.0,273.0,5.15
44,Ningdong coal powder,MW200-30,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,980.0,0.62,0.5,1.0,273.0,4.87
44,Ningdong coal powder,MW300-20,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1468.0,0.68,0.6,1.0,273.0,5.41
44,Ningdong coal powder,MW400-15,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,2037.0,1.05,0.98,1.0,273.0,5.67
44,Ningdong coal powder,MW400-5,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1589.0,0.69,0.64,1.0,273.0,5.35
44,Ningdong coal powder,MW200-10,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1456.0,0.69,0.61,1.0,298.0,3.67
44,Ningdong coal powder,MW200-30,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,980.0,0.62,0.5,1.0,273.0,3.38
44,Ningdong coal powder,MW300-20,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1468.0,0.68,0.6,1.0,273.0,3.7
44,Ningdong coal powder,MW400-15,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,2037.0,1.05,0.98,1.0,273.0,3.9
44,Ningdong coal powder,MW400-5,https://doi.org/10.1016/j.jclepro.2025.146835,2025,Rapid preparation of mesopore-ultramicropore interconnected porous carbon for enhanced CO2 adsorption through tunable-energy-input microwave heating,1589.0,0.69,0.64,1.0,273.0,3.72
47,Pristine,K@Mg-1,https://doi.org/10.1016/j.carbon.2022.02.028,2022,Development of ultramicropore-mesopore interconnected pore architectures for boosting carbon dioxide capture at low partial pressure,1020.0,0.59,0.42,1.0,273.0,4.78
48,Lignin,PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1117.0,0.49,0.42,1.0,298.0,3.7
48,Lignin,PK-0.5,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1404.0,0.64,0.53,1.0,298.0,4.03
48,Lignin,PK-1,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1726.0,0.71,0.65,1.0,298.0,4.79
48,Lignin,PK-2,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1986.0,0.85,0.8,1.0,298.0,3.92
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,1.0,298.0,4.31
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,1.0,298.0,4.74
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,1.0,298.0,4.13
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,1.0,298.0,3.15
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,1.0,298.0,4.46
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,1.0,298.0,4.77
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,1.0,298.0,4.52
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,1.0,298.0,3.8
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,1.0,298.0,3.79
48,Lignin,PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1117.0,0.49,0.42,0.15,298.0,0.79
48,Lignin,PK-0.5,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1404.0,0.64,0.53,0.15,298.0,0.97
48,Lignin,PK-1,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1726.0,0.71,0.65,0.15,298.0,1.19
48,Lignin,PK-2,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1986.0,0.85,0.8,0.15,298.0,0.92
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,0.15,298.0,1.4
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,0.15,298.0,1.39
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,0.15,298.0,1.16
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,0.15,298.0,0.74
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,0.15,298.0,1.44
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,0.15,298.0,1.33
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,0.15,298.0,1.19
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,0.15,298.0,0.84
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,0.15,298.0,0.92
48,Lignin,PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1117.0,0.49,0.42,1.0,323.0,2.03
48,Lignin,PK-0.5,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1404.0,0.64,0.53,1.0,323.0,2.05
48,Lignin,PK-1,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1726.0,0.71,0.65,1.0,323.0,2.29
48,Lignin,PK-2,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1986.0,0.85,0.8,1.0,323.0,2.18
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,1.0,323.0,2.75
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,1.0,323.0,2.9
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,1.0,323.0,2.69
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,1.0,323.0,1.85
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,1.0,323.0,2.97
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,1.0,323.0,2.63
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,1.0,323.0,2.57
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,1.0,323.0,2.25
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,1.0,323.0,2.28
48,Lignin,PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1117.0,0.49,0.42,0.15,323.0,0.39
48,Lignin,PK-0.5,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1404.0,0.64,0.53,0.15,323.0,0.37
48,Lignin,PK-1,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1726.0,0.71,0.65,0.15,323.0,0.42
48,Lignin,PK-2,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1986.0,0.85,0.8,0.15,323.0,0.42
48,Lignin,PK-0.25-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1125.0,0.51,0.44,0.15,323.0,0.63
48,Lignin,PK-0.5-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1445.0,0.65,0.55,0.15,323.0,0.6
48,Lignin,PK-1-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1755.0,0.78,0.71,0.15,323.0,0.54
48,Lignin,PK-2-PU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1977.0,0.93,0.85,0.15,323.0,0.37
48,Lignin,PK-0.25-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1279.0,0.57,0.48,0.15,323.0,0.63
48,Lignin,PK-0.5-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1506.0,0.66,0.58,0.15,323.0,0.51
48,Lignin,PK-1-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1664.0,0.72,0.65,0.15,323.0,0.47
48,Lignin,PK-2-HU,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,2126.0,0.97,0.89,0.15,323.0,0.38
48,Lignin,HU-PK-0.25,https://doi.org/10.1016/j.carbon.2024.119530,2024,Preparation of lignin-based porous carbon through thermochemical activation and nitrogen doping for CO2 selective adsorption,1009.0,0.57,0.39,0.15,323.0,0.41
49,Macadamia nutshells,C,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",333.2,0.16,0.13,0.15,273.0,1.48
49,Macadamia nutshells,K1K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",764.1,0.32,0.29,0.15,273.0,1.99
49,Macadamia nutshells,K1K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1117.1,0.48,0.43,0.15,273.0,2.03
49,Macadamia nutshells,K1K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",982.3,0.42,0.37,0.15,273.0,2.07
49,Macadamia nutshells,K3K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1001.4,0.41,0.39,0.15,273.0,2.21
49,Macadamia nutshells,K3K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1509.6,0.64,0.58,0.15,273.0,2.15
49,Macadamia nutshells,K3K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1521.3,0.65,0.59,0.15,273.0,1.98
49,Macadamia nutshells,K5K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1295.1,0.54,0.5,0.15,273.0,2.05
49,Macadamia nutshells,K5K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1675.7,0.71,0.65,0.15,273.0,1.97
49,Macadamia nutshells,K5K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1556.7,0.65,0.6,0.15,273.0,2.08
49,Macadamia nutshells,K0K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",392.9,0.19,0.15,0.15,273.0,1.5
49,Macadamia nutshells,K3N5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1046.5,0.47,0.4,0.15,273.0,2.1
49,Macadamia nutshells,C,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",333.2,0.16,0.13,0.15,298.0,0.04
49,Macadamia nutshells,K1K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",764.1,0.32,0.29,0.15,298.0,1.14
49,Macadamia nutshells,K1K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1117.1,0.48,0.43,0.15,298.0,1.1
49,Macadamia nutshells,K1K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",982.3,0.42,0.37,0.15,298.0,1.13
49,Macadamia nutshells,K3K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1001.4,0.41,0.39,0.15,298.0,1.21
49,Macadamia nutshells,K3K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1509.6,0.64,0.58,0.15,298.0,1.1
49,Macadamia nutshells,K3K10,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1521.3,0.65,0.59,0.15,298.0,1.12
49,Macadamia nutshells,K5K0,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1295.1,0.54,0.5,0.15,298.0,1.11
49,Macadamia nutshells,K5K5,https://doi.org/10.1016/j.seppur.2023.125188,2024,"KCl-assisted activation of macadamia nut shell-derived carbon: Unveiling enhanced pore structure, adsorption and supercapacitor performance",1675.7,0.71,0.65,0.15,298.0,1.02
