Ref number,Carbon precursors,Sample name,DOI,Year,Title,Sbet (m2g-1),Vtotal (cm3g-1),Vmicro (cm3g-1),P (bar),T (K),Uptake (mmolg-1)
19,Sodium lignosulfonate,CSLS2–4–900,https://doi.org/10.1016/j.jece.2025.115512,2025,Investigating the dual activation synergistic mechanism of KOH activation and sodium self-catalysis to uncover microporous mechanisms in CO2 adsorption,3182.0,2.1437,1.5263,1.0,298.0,2.21
19,Sodium lignosulfonate,MSLS1–0.2,https://doi.org/10.1016/j.jece.2025.115512,2025,Investigating the dual activation synergistic mechanism of KOH activation and sodium self-catalysis to uncover microporous mechanisms in CO2 adsorption,3362.0,2.7551,1.3435,1.0,298.0,2.3
19,Sodium lignosulfonate,MSLS1–0.4,https://doi.org/10.1016/j.jece.2025.115512,2025,Investigating the dual activation synergistic mechanism of KOH activation and sodium self-catalysis to uncover microporous mechanisms in CO2 adsorption,3276.0,2.6666,1.3304,1.0,298.0,2.33
20,Starch potato,SAPC-1,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1356.0,0.58,0.49,1.0,273.0,0.12
20,Starch potato,SAPC-2,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1417.0,0.62,0.51,1.0,273.0,4.57
20,Starch potato,SAPC-3,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1104.0,0.49,0.38,1.0,273.0,5.18
20,Starch potato,SAPC-3x,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",355.0,0.15,0.13,1.0,273.0,2.78
20,Starch potato,SAPC-3y,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1052.0,0.56,0.38,1.0,273.0,3.84
20,Starch potato,SAPC-3a,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1346.0,0.71,0.46,1.0,273.0,3.616
20,Starch potato,E-SAPC-3,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",1210.0,0.56,0.44,1.0,273.0,4.45
20,Starch potato,SC,https://doi.org/10.1016/j.seppur.2025.134160,2025,"Modulation of starch-based microporous carbon adsorbents via the freeze-drying method for potential gas adsorption and separation of CO2/CH4, CO2/N2, CH4/H2, and CH4/N2",88.77,0.72,0.0027,1.0,273.0,2.59
21,walnut shells,CK1-1-700,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar,1288.9,0.5223,0.4593,1.0,298.0,2.23
21,walnut shells,M20-200,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar,1310.67,0.4574,0.3926,1.0,298.0,3.01
21,walnut shells,M20-300,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar,1422.88,0.4856,0.4245,1.0,298.0,3.11
21,walnut shells,M20-400,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar,1531.13,0.5479,0.4902,1.0,298.0,3.16
21,walnut shells,M20-500,https://doi.org/10.1021/acs.energyfuels.5c00858,2025,Preparation and CO2 Adsorption Performance of the B–Cu Codoping Walnut Shell Biochar,1540.8,0.5228,0.4509,1.0,298.0,2.97
22,wood powder,raw-750-0,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,317.031,0.171989,0.155289,1.0,298.0,2.07
22,wood powder,raw-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,1337.857,0.691861,0.659187,1.0,298.0,3.16
22,wood powder,0.3FAC-750-0,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,385.654,0.226788,0.193276,1.0,298.0,2.2
22,wood powder,H2O2-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,860.75,0.600261,0.352782,1.0,298.0,0.8
22,wood powder,0.3Fe-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,3144.096,1.652119,1.385592,1.0,298.0,3.0
22,wood powder,0.3FAC-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,3065.616,1.619024,1.393353,1.0,298.0,4.15
22,wood powder,raw-750-0,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,317.031,0.171989,0.155289,1.0,273.0,2.48
22,wood powder,raw-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,1337.857,0.691861,0.659187,1.0,273.0,4.94
22,wood powder,0.3FAC-750-0,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,385.654,0.226788,0.193276,1.0,273.0,2.75
22,wood powder,H2O2-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,860.75,0.600261,0.352782,1.0,273.0,1.45
22,wood powder,0.3Fe-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,3144.096,1.652119,1.385592,1.0,273.0,2.2
22,wood powder,0.3FAC-750-3,https://doi.org/10.1016/j.isci.2026.114706,2026,Fenton-like oxidation and KOH activation on the CO2 adsorption performance of wood-based hierarchical porous carbon,3065.616,1.619024,1.393353,1.0,273.0,6.6
24,Bamboo powder,BPAC-0,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,388.12,0.164,0.1293,1.0,298.0,2.416
24,Bamboo powder,BPAC-1,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,876.28,0.432,0.3586,1.0,298.0,3.001
24,Bamboo powder,BPAC-2,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1523.94,0.887,0.6345,1.0,298.0,3.313
24,Bamboo powder,BPAC-3,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1913.85,1.087,0.8017,1.0,298.0,3.729
24,Bamboo powder,BPAC-4,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1657.36,0.895,0.7002,1.0,298.0,2.978
24,Bamboo powder,BPAC-0,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,388.12,0.164,0.1293,1.0,273.0,3.016
24,Bamboo powder,BPAC-1,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,876.28,0.432,0.3586,1.0,273.0,3.78
24,Bamboo powder,BPAC-2,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1523.94,0.887,0.6345,1.0,273.0,4.431
24,Bamboo powder,BPAC-3,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1913.85,1.087,0.8017,1.0,273.0,6.081
24,Bamboo powder,BPAC-4,https://doi.org/10.1016/j.biombioe.2025.108140,2025,Elucidating the role of moderate K2CO3 activation in tuning microporous architecture of bamboo-derived carbon for superior CO2 capture,1657.36,0.895,0.7002,1.0,273.0,5.075
26,Pear branches,HCK,https://doi.org/10.1016/j.seppur.2025.134678,2025,Biomass tar modified biochar with enhanced micropores and oxygen content for high efficiency CO2 capture,1466.1,0.95,0.748,1.0,273.0,2.587045455
26,Pear branches,HCK@0.05,https://doi.org/10.1016/j.seppur.2025.134678,2025,Biomass tar modified biochar with enhanced micropores and oxygen content for high efficiency CO2 capture,1309.16,0.824,0.641,1.0,273.0,3.554772727
26,Pear branches,HCK@0.10,https://doi.org/10.1016/j.seppur.2025.134678,2025,Biomass tar modified biochar with enhanced micropores and oxygen content for high efficiency CO2 capture,1178.45,0.601,0.514,1.0,273.0,3.153181818
26,Pear branches,HCK@0.15,https://doi.org/10.1016/j.seppur.2025.134678,2025,Biomass tar modified biochar with enhanced micropores and oxygen content for high efficiency CO2 capture,1054.95,0.672,0.535,1.0,273.0,2.963636364
29,Corn straw and rice husks,SPS-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,1186.6,0.596,0.475,1.0,273.0,4.65
29,Corn straw and rice husks,PS-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,1101.1,0.677,0.422,1.0,303.0,1.63
29,Corn straw and rice husks,PW-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,822.7,0.376,0.33,1.0,303.0,1.23
29,Corn straw and rice husks,PC-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,870.3,0.728,0.325,1.0,303.0,1.73
29,Corn straw and rice husks,PB-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,1160.6,0.745,0.448,1.0,273.0,5.25
29,Corn straw and rice husks,SPB-S,https://doi.org/10.1002/cbh2.70017,2025,Fast Pyrolyzed Residue Assembled Into Carbon Spheres: Effect of Self-Template on the Structure Behavior and Improved Hierarchical Pore Structures,1329.0,0.831,0.541,1.0,303.0,1.48
30,Defatted cotton waste,DCW-600-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,353.0,0.16,0.14,1.0,298.0,2.52
30,Defatted cotton waste,DCW-600-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,843.0,0.4,0.3,1.0,298.0,3.05
30,Defatted cotton waste,DCW-600-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1312.0,0.55,0.51,1.0,298.0,3.17
30,Defatted cotton waste,DCW-700-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,864.0,0.36,0.32,1.0,298.0,3.85
30,Defatted cotton waste,DCW-700-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1559.0,0.64,0.59,1.0,298.0,4.55
30,Defatted cotton waste,DCW-700-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1901.0,0.81,0.74,1.0,298.0,3.62
30,Defatted cotton waste,DCW-800-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1201.0,0.49,0.45,1.0,298.0,4.06
30,Defatted cotton waste,DCW-800-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,2327.0,1.0,0.94,1.0,298.0,3.86
30,Defatted cotton waste,DCW-800-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,2478.0,1.18,1.05,1.0,298.0,3.19
30,Defatted cotton waste,DCW-600-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,353.0,0.16,0.14,1.0,273.0,3.14
30,Defatted cotton waste,DCW-600-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,843.0,0.4,0.3,1.0,273.0,4.22
30,Defatted cotton waste,DCW-600-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1312.0,0.55,0.51,1.0,273.0,4.51
30,Defatted cotton waste,DCW-700-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,864.0,0.36,0.32,1.0,273.0,5.11
30,Defatted cotton waste,DCW-700-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1559.0,0.64,0.59,1.0,273.0,6.81
30,Defatted cotton waste,DCW-700-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1901.0,0.81,0.74,1.0,273.0,5.6
30,Defatted cotton waste,DCW-800-1,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,1201.0,0.49,0.45,1.0,273.0,5.57
30,Defatted cotton waste,DCW-800-3,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,2327.0,1.0,0.94,1.0,273.0,6.2
30,Defatted cotton waste,DCW-800-6,https://doi.org/10.1002/ejic.202500147,2025,Sustainable Microporous Carbon Derived from Defatted Cotton Waste for High-Performance CO2 Capture,2478.0,1.18,1.05,1.0,273.0,5.05
31,Garlic,GAAC4,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2208.7,1.16,0.61,1.0,273.0,3.38
31,Garlic,GAAC5,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,3256.6,1.6,0.81,1.0,273.0,3.82
31,Garlic,GAAC6,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,3449.2,1.67,1.14,1.0,273.0,5.25
31,Garlic,GAAC1:1,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,1385.2,0.668,0.551,1.0,273.0,4.27
31,Garlic,GAAC1:2,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2225.1,1.02,0.833,1.0,273.0,4.47
31,Garlic,GAAC1:4,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2593.7,1.19,0.763,1.0,273.0,3.96
31,Garlic,GAAC4,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2208.7,1.16,0.61,5.0,273.0,9.56
31,Garlic,GAAC5,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,3256.6,1.6,0.81,5.0,273.0,11.86
31,Garlic,GAAC6,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,3449.2,1.67,1.14,5.0,273.0,15.09
31,Garlic,GAAC1:1,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,1385.2,0.668,0.551,5.0,273.0,6.65
31,Garlic,GAAC1:2,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2225.1,1.02,0.833,5.0,273.0,11.76
31,Garlic,GAAC1:4,https://doi.org/10.1016/j.carbon.2025.120409,2025,Functionalized nanoporous biocarbon derived from garlic waste for enhanced CO2 capture and supercapacitor performance,2593.7,1.19,0.763,5.0,273.0,11.51
